Date,Delta_T,moon_deldot,sun_deldot,zero
1984-04-06,-1.7015,-0.0454916,0.4886175,0
1984-04-07,-1.557,-0.0497278,0.4866542,0
1984-04-08,-1.4625,-0.0528412,0.4849616,0
1984-04-09,-1.4512,-0.0539767,0.4836149,0
1984-04-10,-1.5504,-0.0521624,0.4826762,0
1984-04-11,-1.7646,-0.0465155,0.4821851,0
1984-04-12,-2.0656,-0.0365072,0.4821459,0
1984-04-13,-2.3929,-0.0222303,0.4825148,0
1984-04-14,-2.6603,-0.0045717,0.4831922,0
1984-04-15,-2.7877,0.0148142,0.4840267,0
1984-04-16,-2.7547,0.03378,0.4848332,0
1984-04-17,-2.575,0.0501382,0.4854218,0
1984-04-18,-2.3067,0.0621225,0.4856268,0
1984-04-19,-2.0209,0.0686921,0.4853264,0
1984-04-20,-1.7797,0.0696067,0.4844472,0
1984-04-21,-1.6382,0.0653119,0.4829585,0
1984-04-22,-1.5764,0.0567318,0.4808601,0
1984-04-23,-1.5895,0.0450515,0.4781701,0
1984-04-24,-1.6627,0.0315361,0.474916,0
1984-04-25,-1.7747,0.0173982,0.4711286,0
1984-04-26,-1.9051,0.0037062,0.46684,0
1984-04-27,-2.033,-0.0086783,0.4620843,0
1984-04-28,-2.1353,-0.0191432,0.4568994,0
1984-04-29,-2.1833,-0.0273504,0.45133,0
1984-04-30,-2.1766,-0.033239,0.4454308,0
1984-05-01,-2.1042,-0.0369996,0.4392689,0
1984-05-02,-1.9733,-0.0390149,0.4329244,0
1984-05-03,-1.8059,-0.039765,0.4264896,0
1984-05-04,-1.6302,-0.0397088,0.4200662,0
1984-05-05,-1.4834,-0.0391622,0.4137602,0
1984-05-06,-1.4026,-0.0382011,0.4076768,0
1984-05-07,-1.4147,-0.0366166,0.4019135,0
1984-05-08,-1.5291,-0.0339426,0.3965535,0
1984-05-09,-1.732,-0.0295638,0.3916584,0
1984-05-10,-1.9776,-0.0228942,0.387259,0
1984-05-11,-2.2014,-0.0135939,0.3833475,0
1984-05-12,-2.3443,-0.0017702,0.3798702,0
1984-05-13,-2.3568,0.0119085,0.3767273,0
1984-05-14,-2.2299,0.0262469,0.3737797,0
1984-05-15,-1.9958,0.0397165,0.3708654,0
1984-05-16,-1.7156,0.0507576,0.3678213,0
1984-05-17,-1.4552,0.0580861,0.3645033,0
1984-05-18,-1.2618,0.0609082,0.3607999,0
1984-05-19,-1.1552,0.0589994,0.3566362,0
1984-05-20,-1.1307,0.0526608,0.3519705,0
1984-05-21,-1.1708,0.0426052,0.3467861,0
1984-05-22,-1.2554,0.0298186,0.3410825,0
1984-05-23,-1.3618,0.0154326,0.3348684,0
1984-05-24,-1.4687,0.0006179,0.3281567,0
1984-05-25,-1.5569,-0.0135022,0.3209624,0
1984-05-26,-1.6097,-0.0259268,0.3133036,0
1984-05-27,-1.6161,-0.0358448,0.3052037,0
1984-05-28,-1.5693,-0.0427003,0.2966959,0
1984-05-29,-1.4687,-0.0462461,0.2878281,0
1984-05-30,-1.3243,-0.0465744,0.2786672,0
1984-05-31,-1.1643,-0.0441046,0.2693018,0
1984-06-01,-1.0227,-0.0395133,0.2598413,0
1984-06-02,-0.9387,-0.033607,0.2504109,0
1984-06-03,-0.9427,-0.0271578,0.2411426,0
1984-06-04,-1.0433,-0.0207439,0.2321637,0
1984-06-05,-1.2163,-0.0146414,0.2235857,0
1984-06-06,-1.422,-0.008803,0.215494,0
1984-06-07,-1.6075,-0.0029309,0.2079407,0
1984-06-08,-1.7214,0.0033731,0.2009401,0
1984-06-09,-1.7237,0.0104242,0.1944667,0
1984-06-10,-1.614,0.0182867,0.1884562,0
1984-06-11,-1.4112,0.0266738,0.1828103,0
1984-06-12,-1.1609,0.0349465,0.1774057,0
1984-06-13,-0.9203,0.0422149,0.1721066,0
1984-06-14,-0.7424,0.0475109,0.1667785,0
1984-06-15,-0.6471,0.0499793,0.1613009,0
1984-06-16,-0.6344,0.0490334,0.1555751,0
1984-06-17,-0.6976,0.0444447,0.1495278,0
1984-06-18,-0.8035,0.0363606,0.1431089,0
1984-06-19,-0.9319,0.0252706,0.1362874,0
1984-06-20,-1.0634,0.0119409,0.1290454,0
1984-06-21,-1.1798,-0.0026607,0.1213725,0
1984-06-22,-1.2635,-0.0174398,0.1132629,0
1984-06-23,-1.3011,-0.0312505,0.1047131,0
1984-06-24,-1.2885,-0.0429745,0.0957228,0
1984-06-25,-1.22,-0.0516118,0.0862983,0
1984-06-26,-1.0982,-0.0563858,0.0764579,0
1984-06-27,-0.9365,-0.0568577,0.0662395,0
1984-06-28,-0.769,-0.0530295,0.0557079,0
1984-06-29,-0.6282,-0.0453982,0.0449598,0
1984-06-30,-0.5605,-0.0349224,0.0341232,0
1984-07-01,-0.5961,-0.0228763,0.0233496,0
1984-07-02,-0.7259,-0.0106115,0.0127988,0
1984-07-03,-0.9026,0.000711,0.0026194,0
1984-07-04,-1.0723,0.0103287,-0.0070678,0
1984-07-05,-1.1763,0.0179625,-0.0161816,0
1984-07-06,-1.176,0.023764,-0.0246851,0
1984-07-07,-1.066,0.0281593,-0.0325831,0
1984-07-08,-0.8712,0.0316501,-0.0399171,0
1984-07-09,-0.6218,0.0346317,-0.0467575,0
1984-07-10,-0.3785,0.0372676,-0.0531964,0
1984-07-11,-0.1924,0.0394441,-0.059339,0
1984-07-12,-0.0951,0.0408022,-0.0652963,0
1984-07-13,-0.0978,0.0408309,-0.0711767,0
1984-07-14,-0.1887,0.0389906,-0.0770797,0
1984-07-15,-0.3438,0.0348376,-0.0830916,0
1984-07-16,-0.5308,0.0281223,-0.0892829,0
1984-07-17,-0.7143,0.0188506,-0.0957089,0
1984-07-18,-0.8584,0.0073074,-0.1024123,0
1984-07-19,-0.9797,-0.005951,-0.1094263,0
1984-07-20,-0.9919,-0.0201242,-0.1167781,0
1984-07-21,-0.9178,-0.0342115,-0.1244917,0
1984-07-22,-0.7873,-0.047069,-0.1325895,0
1984-07-23,-0.6328,-0.0574876,-0.141091,0
1984-07-24,-0.5427,-0.0643003,-0.1500088,0
1984-07-25,-0.4667,-0.0665286,-0.1593418,0
1984-07-26,-0.4335,-0.063562,-0.169065,0
1984-07-27,-0.473,-0.055345,-0.179118,0
1984-07-28,-0.608,-0.0425114,-0.1893978,0
1984-07-29,-0.8353,-0.0263858,-0.1997581,0
1984-07-30,-1.1152,-0.0087971,-0.2100217,0
1984-07-31,-1.3583,0.0082781,-0.2200032,0
1984-08-01,-1.5564,0.0231298,-0.2295366,0
1984-08-02,-1.6236,0.0346358,-0.2384969,0
1984-08-03,-1.5574,0.0423859,-0.2468114,0
1984-08-04,-1.3666,0.0466013,-0.2544582,0
1984-08-05,-1.1002,0.0479248,-0.2614573,0
1984-08-06,-0.811,0.0471704,-0.2678589,0
1984-08-07,-0.5879,0.0451063,-0.273733,0
1984-08-08,-0.4611,0.0423051,-0.2791612,0
1984-08-09,-0.4289,0.0390706,-0.284231,0
1984-08-10,-0.4904,0.035434,-0.2890316,0
1984-08-11,-0.6303,0.0312054,-0.2936503,0
1984-08-12,-0.8112,0.0260614,-0.2981702,0
1984-08-13,-1.0171,0.0196499,-0.3026672,0
1984-08-14,-1.2214,0.0116919,-0.3072093,0
1984-08-15,-1.3875,0.002068,-0.3118559,0
1984-08-16,-1.495,-0.0091191,-0.3166593,0
1984-08-17,-1.533,-0.0215086,-0.3216654,0
1984-08-18,-1.4996,-0.0344702,-0.326917,0
1984-08-19,-1.4011,-0.0471166,-0.332455,0
1984-08-20,-1.2542,-0.0583417,-0.3383192,0
1984-08-21,-1.0829,-0.0668936,-0.3445478,0
1984-08-22,-0.9175,-0.0714953,-0.351172,0
1984-08-23,-0.8069,-0.0710271,-0.3582081,0
1984-08-24,-0.8031,-0.0647681,-0.3656443,0
1984-08-25,-0.9347,-0.0526631,-0.3734269,0
1984-08-26,-1.1947,-0.0355248,-0.3814489,0
1984-08-27,-1.5311,-0.0150533,-0.3895504,0
1984-08-28,-1.8552,0.0064168,-0.3975343,0
1984-08-29,-2.066,0.0264068,-0.405197,0
1984-08-30,-2.1277,0.0428449,-0.4123618,0
1984-08-31,-2.0319,0.0544604,-0.4189038,0
1984-09-01,-1.8143,0.060896,-0.4247573,0
1984-09-02,-1.5573,0.0625658,-0.4299099,0
1984-09-03,-1.3178,0.0603785,-0.434388,0
1984-09-04,-1.1335,0.0554439,-0.4382421,0
1984-09-05,-1.0222,0.0488368,-0.4415356,0
1984-09-06,-0.9851,0.0414395,-0.4443378,0
1984-09-07,-1.0054,0.0338602,-0.4467196,0
1984-09-08,-1.0799,0.0264118,-0.4487526,0
1984-09-09,-1.1916,0.0191391,-0.4505081,0
1984-09-10,-1.319,0.0118804,-0.4520563,0
1984-09-11,-1.4392,0.0043533,-0.4534662,0
1984-09-12,-1.5366,-0.0037473,-0.4548043,0
1984-09-13,-1.5896,-0.0126512,-0.4561347,0
1984-09-14,-1.5891,-0.0224255,-0.4575184,0
1984-09-15,-1.5369,-0.032905,-0.4590142,0
1984-09-16,-1.443,-0.0436484,-0.4606794,0
1984-09-17,-1.3221,-0.0539222,-0.4625706,0
1984-09-18,-1.2024,-0.0627218,-0.4647442,0
1984-09-19,-1.1144,-0.0688381,-0.4672545,0
1984-09-20,-1.0942,-0.070989,-0.4701483,0
1984-09-21,-1.1779,-0.0680275,-0.4734559,0
1984-09-22,-1.3806,-0.059226,-0.4771764,0
1984-09-23,-1.6801,-0.0445875,-0.4812618,0
1984-09-24,-2.0117,-0.0250781,-0.4856049,0
1984-09-25,-2.286,-0.0026321,-0.4900403,0
1984-09-26,-2.4226,0.0201604,-0.4943637,0
1984-09-27,-2.3942,0.0406239,-0.4983656,0
1984-09-28,-2.2172,0.0566043,-0.5018676,0
1984-09-29,-1.9566,0.0668648,-0.504746,0
1984-09-30,-1.6927,0.0711625,-0.5069377,0
1984-10-01,-1.4881,0.0700643,-0.5084305,0
1984-10-02,-1.3717,0.0646446,-0.5092476,0
1984-10-03,-1.3435,0.0561874,-0.5094321,0
1984-10-04,-1.3876,0.045956,-0.5090365,0
1984-10-05,-1.4809,0.0350406,-0.5081165,0
1984-10-06,-1.599,0.0242736,-0.5067283,0
1984-10-07,-1.7226,0.0141947,-0.5049286,0
1984-10-08,-1.8369,0.005054,-0.5027757,0
1984-10-09,-1.9216,-0.003154,-0.5003303,0
1984-10-10,-1.9598,-0.0106296,-0.4976562,0
1984-10-11,-1.9424,-0.0176855,-0.4948205,0
1984-10-12,-1.8701,-0.0246482,-0.491893,0
1984-10-13,-1.7466,-0.031756,-0.4889452,0
1984-10-14,-1.5922,-0.0390637,-0.48605,0
1984-10-15,-1.4348,-0.0463674,-0.4832807,0
1984-10-16,-1.3059,-0.0531626,-0.4807101,0
1984-10-17,-1.2371,-0.0586459,-0.47841,0
1984-10-18,-1.268,-0.0617767,-0.4764475,0
1984-10-19,-1.4174,-0.0614107,-0.4748801,0
1984-10-20,-1.6785,-0.0565176,-0.4737448,0
1984-10-21,-2.0098,-0.0464691,-0.4730449,0
1984-10-22,-2.3365,-0.0313415,-0.4727352,0
1984-10-23,-2.5634,-0.0121238,-0.4727114,0
1984-10-24,-2.6262,0.0093038,-0.4728136,0
1984-10-25,-2.5102,0.0304881,-0.4728459,0
1984-10-26,-2.2584,0.0489407,-0.4726083,0
1984-10-27,-1.9471,0.0626862,-0.4719302,0
1984-10-28,-1.6658,0.0706095,-0.4706907,0
1984-10-29,-1.4731,0.072518,-0.4688236,0
1984-10-30,-1.3883,0.0689778,-0.4663088,0
1984-10-31,-1.4003,0.0610504,-0.4631576,0
1984-11-01,-1.4854,0.0500313,-0.4593999,0
1984-11-02,-1.6096,0.0372448,-0.4550736,0
1984-11-03,-1.7443,0.0239013,-0.4502194,0
1984-11-04,-1.8659,0.0110075,-0.4448789,0
1984-11-05,-1.9537,-0.0006856,-0.4390947,0
1984-11-06,-1.9884,-0.0107088,-0.4329128,0
1984-11-07,-1.9595,-0.018876,-0.4263846,0
1984-11-08,-1.8654,-0.0252607,-0.4195694,0
1984-11-09,-1.7155,-0.0301437,-0.4125352,0
1984-11-10,-1.5304,-0.0339302,-0.405359,0
1984-11-11,-1.3382,-0.0370449,-0.3981257,0
1984-11-12,-1.1788,-0.0398149,-0.3909252,0
1984-11-13,-1.0874,-0.0423622,-0.3838502,0
1984-11-14,-1.0919,-0.0445271,-0.376992,0
1984-11-15,-1.2067,-0.0458433,-0.3704372,0
1984-11-16,-1.4266,-0.0455823,-0.3642628,0
1984-11-17,-1.7212,-0.0428766,-0.3585291,0
1984-11-18,-2.035,-0.0369209,-0.3532717,0
1984-11-19,-2.2958,-0.0272268,-0.3484895,0
1984-11-20,-2.4361,-0.0138733,-0.3441352,0
1984-11-21,-2.4184,0.0023349,-0.3401098,0
1984-11-22,-2.2479,0.0198957,-0.3362684,0
1984-11-23,-1.9794,0.036858,-0.3324373,0
1984-11-24,-1.6923,0.051228,-0.3284399,0
1984-11-25,-1.4583,0.0613838,-0.324122,0
1984-11-26,-1.32,0.0663555,-0.3193687,0
1984-11-27,-1.2871,0.065906,-0.3141087,0
1984-11-28,-1.3388,0.0604434,-0.3083089,0
1984-11-29,-1.4437,0.0508443,-0.3019641,0
1984-11-30,-1.5741,0.038261,-0.2950861,0
1984-12-01,-1.6988,0.0239562,-0.2876951,0
1984-12-02,-1.7968,0.009176,-0.2798147,0
1984-12-03,-1.856,-0.0049435,-0.27147,0
1984-12-04,-1.8651,-0.0174472,-0.262688,0
1984-12-05,-1.8166,-0.0276175,-0.2535001,0
1984-12-06,-1.7146,-0.0350198,-0.2439462,0
1984-12-07,-1.5728,-0.0395302,-0.2340782,0
1984-12-08,-1.4121,-0.0413351,-0.2239635,0
1984-12-09,-1.2623,-0.0408893,-0.2136862,0
1984-12-10,-1.1578,-0.0388255,-0.2033464,0
1984-12-11,-1.1298,-0.0358229,-0.1930556,0
1984-12-12,-1.1934,-0.0324566,-0.1829301,0
1984-12-13,-1.3426,-0.0290635,-0.1730832,0
1984-12-14,-1.548,-0.0256628,-0.1636168,0
1984-12-15,-1.7657,-0.0219575,-0.1546137,0
1984-12-16,-1.9342,-0.0174252,-0.1461312,0
1984-12-17,-2.0099,-0.0114872,-0.1381944,0
1984-12-18,-1.9665,-0.0037193,-0.130791,0
1984-12-19,-1.8038,0.0059462,-0.1238682,0
1984-12-20,-1.5574,0.0170906,-0.1173337,0
1984-12-21,-1.2902,0.0288056,-0.1110621,0
1984-12-22,-1.0684,0.039832,-0.104909,0
1984-12-23,-0.9448,0.0488056,-0.0987278,0
1984-12-24,-0.9402,0.0545305,-0.0923868,0
1984-12-25,-1.0338,0.0561938,-0.0857808,0
1984-12-26,-1.193,0.0534754,-0.0788352,0
1984-12-27,-1.3813,0.0465472,-0.0715043,0
1984-12-28,-1.5651,0.0359992,-0.0637648,0
1984-12-29,-1.7187,0.0227304,-0.0556087,0
1984-12-30,-1.8234,0.0078369,-0.0470362,0
1984-12-31,-1.8718,-0.0074882,-0.0380518,0
1985-01-01,-1.8641,-0.0220425,-0.0286614,0
1985-01-02,-1.8023,-0.0346957,-0.0188733,0
1985-01-03,-1.6939,-0.0444733,-0.0087009,0
1985-01-04,-1.5556,-0.0506467,0.0018327,0
1985-01-05,-1.4156,-0.0528239,0.012688,0
1985-01-06,-1.3066,-0.0510252,0.0238032,0
1985-01-07,-1.2691,-0.0457127,0.0350897,0
1985-01-08,-1.3302,-0.0377454,0.0464323,0
1985-01-09,-1.4922,-0.0282419,0.0576953,0
1985-01-10,-1.7267,-0.0183684,0.0687341,0
1985-01-11,-1.9801,-0.0091062,0.0794103,0
1985-01-12,-2.1843,-0.0010686,0.0896062,0
1985-01-13,-2.2856,0.0055758,0.0992355,0
1985-01-14,-2.2559,0.0110548,0.1082495,0
1985-01-15,-2.0988,0.0158441,0.1166376,0
1985-01-16,-1.8476,0.0204656,0.1244261,0
1985-01-17,-1.5573,0.0252908,0.1316737,0
1985-01-18,-1.2889,0.0303975,0.1384659,0
1985-01-19,-1.0945,0.0355142,0.1449083,0
1985-01-20,-1.0034,0.0400612,0.1511173,0
1985-01-21,-1.019,0.0432728,0.1572101,0
1985-01-22,-1.1194,0.0443626,0.1632957,0
1985-01-23,-1.2691,0.0426864,0.1694674,0
1985-01-24,-1.4311,0.0378655,0.1757997,0
1985-01-25,-1.5736,0.0298513,0.1823477,0
1985-01-26,-1.6737,0.0189362,0.1891505,0
1985-01-27,-1.7119,0.0057245,0.1962352,0
1985-01-28,-1.6813,-0.0089201,0.2036213,0
1985-01-29,-1.5851,-0.023936,0.2113247,0
1985-01-30,-1.4357,-0.0381328,0.2193597,0
1985-01-31,-1.255,-0.0502706,0.227739,0
1985-02-01,-1.0644,-0.0591583,0.2364707,0
1985-02-02,-0.8967,-0.0637811,0.2455522,0
1985-02-03,-0.7929,-0.0634549,0.2549624,0
1985-02-04,-0.7925,-0.0579919,0.2646509,0
1985-02-05,-0.9173,-0.0478289,0.2745299,0
1985-02-06,-1.1502,-0.034054,0.2844721,0
1985-02-07,-1.443,-0.0182744,0.2943181,0
1985-02-08,-1.7253,-0.002322,0.303894,0
1985-02-09,-1.9228,0.0121231,0.313035,0
1985-02-10,-1.9775,0.0238633,0.3216083,0
1985-02-11,-1.8885,0.0323539,0.3295259,0
1985-02-12,-1.6973,0.0376804,0.3367483,0
1985-02-13,-1.4629,0.0403863,0.3432791,0
1985-02-14,-1.2495,0.0412327,0.349156,0
1985-02-15,-1.1098,0.0409668,0.354441,0
1985-02-16,-1.0662,0.0401462,0.3592129,0
1985-02-17,-1.1209,0.039041,0.3635604,0
1985-02-18,-1.256,0.0376166,0.3675772,0
1985-02-19,-1.4392,0.035584,0.371357,0
1985-02-20,-1.6309,0.0324997,0.3749898,0
1985-02-21,-1.8009,0.0278878,0.3785576,0
1985-02-22,-1.9227,0.0213601,0.3821325,0
1985-02-23,-1.9781,0.0127141,0.3857761,0
1985-02-24,-1.9606,0.0019979,0.3895394,0
1985-02-25,-1.8792,-0.0104573,0.3934658,0
1985-02-26,-1.7425,-0.0240355,0.397593,0
1985-02-27,-1.5715,-0.0378554,0.4019562,0
1985-02-28,-1.3913,-0.0508125,0.4065896,0
1985-03-01,-1.2289,-0.0616457,0.4115266,0
1985-03-02,-1.116,-0.0690396,0.4167967,0
1985-03-03,-1.0949,-0.071777,0.4224192,0
1985-03-04,-1.1982,-0.0689472,0.4283926,0
1985-03-05,-1.4298,-0.0601936,0.4346811,0
1985-03-06,-1.7599,-0.0459386,0.4412023,0
1985-03-07,-2.1165,-0.0274836,0.4478213,0
1985-03-08,-2.4124,-0.0068774,0.45436,0
1985-03-09,-2.5706,0.0134688,0.4606199,0
1985-03-10,-2.5586,0.0313116,0.4664149,0
1985-03-11,-2.3999,0.0450436,0.4715997,0
1985-03-12,-2.1594,0.0539295,0.4760851,0
1985-03-13,-1.9154,0.0580695,0.479838,0
1985-03-14,-1.7284,0.0581733,0.4828702,0
1985-03-15,-1.6312,0.0552654,0.4852247,0
1985-03-16,-1.6283,0.0504177,0.4869627,0
1985-03-17,-1.7021,0.0445531,0.4881549,0
1985-03-18,-1.8263,0.0383307,0.4888763,0
1985-03-19,-1.9715,0.0321018,0.4892035,0
1985-03-20,-2.1094,0.0259247,0.4892132,0
1985-03-21,-2.2164,0.019625,0.4889809,0
1985-03-22,-2.2756,0.0128853,0.4885798,0
1985-03-23,-2.2752,0.0053506,0.4880795,0
1985-03-24,-2.2132,-0.0032652,0.4875457,0
1985-03-25,-2.0977,-0.013087,0.4870392,0
1985-03-26,-1.9445,-0.0240068,0.4866169,0
1985-03-27,-1.7735,-0.0356382,0.4863331,0
1985-03-28,-1.6103,-0.0473004,0.4862406,0
1985-03-29,-1.4804,-0.058032,0.4863919,0
1985-03-30,-1.4107,-0.066643,0.486839,0
1985-03-31,-1.4296,-0.0718178,0.4876299,0
1985-04-01,-1.557,-0.0722836,0.4888021,0
1985-04-02,-1.7871,-0.0670558,0.4903698,0
1985-04-03,-2.0775,-0.0557373,0.4923089,0
1985-04-04,-2.3519,-0.0387987,0.4945418,0
1985-04-05,-2.5232,-0.0177084,0.4969307,0
1985-04-06,-2.5294,0.005218,0.4992875,0
1985-04-07,-2.3655,0.0272747,0.5014015,0
1985-04-08,-2.0834,0.0459833,0.503076,0
1985-04-09,-1.771,0.0596169,0.5041603,0
1985-04-10,-1.5151,0.0674395,0.5045643,0
1985-04-11,-1.3729,0.0696373,0.5042559,0
1985-04-12,-1.3561,0.0670565,0.5032472,0
1985-04-13,-1.4445,0.0608871,0.5015783,0
1985-04-14,-1.6016,0.0523913,0.4993039,0
1985-04-15,-1.7887,0.0427094,0.4964847,0
1985-04-16,-1.9696,0.032744,0.4931831,0
1985-04-17,-2.1162,0.0231048,0.4894622,0
1985-04-18,-2.2077,0.0141026,0.4853853,0
1985-04-19,-2.2338,0.0057791,0.481017,0
1985-04-20,-2.1874,-0.0020327,0.4764236,0
1985-04-21,-2.0635,-0.0096247,0.471673,0
1985-04-22,-1.9017,-0.0173156,0.4668342,0
1985-04-23,-1.7241,-0.0253483,0.4619769,0
1985-04-24,-1.5536,-0.0337956,0.4571709,0
1985-04-25,-1.4204,-0.0424849,0.4524858,0
1985-04-26,-1.3452,-0.0509514,0.4479914,0
1985-04-27,-1.3497,-0.0584304,0.4437569,0
1985-04-28,-1.4537,-0.0638972,0.4398497,0
1985-04-29,-1.6517,-0.0661716,0.4363315,0
1985-04-30,-1.9142,-0.0640967,0.4332498,0
1985-05-01,-2.2171,-0.0567981,0.430626,0
1985-05-02,-2.4677,-0.0439893,0.4284388,0
1985-05-03,-2.5903,-0.026241,0.4266111,0
1985-05-04,-2.5512,-0.0050803,0.4250044,0
1985-05-05,-2.3546,0.0171934,0.4234316,0
1985-05-06,-2.0359,0.0379752,0.4216848,0
1985-05-07,-1.7121,0.0549429,0.4195721,0
1985-05-08,-1.4699,0.0665272,0.416946,0
1985-05-09,-1.3525,0.0721074,0.4137164,0
1985-05-10,-1.3424,0.0719294,0.4098471,0
1985-05-11,-1.414,0.0668615,0.4053424,0
1985-05-12,-1.5221,0.0581101,0.4002318,0
1985-05-13,-1.6285,0.0469784,0.3945577,0
1985-05-14,-1.7318,0.0346922,0.3883678,0
1985-05-15,-1.8237,0.0222889,0.3817109,0
1985-05-16,-1.8151,0.0105553,0.3746366,0
1985-05-17,-1.7547,9e-07,0.3671963,0
1985-05-18,-1.6582,-0.0091412,0.3594447,0
1985-05-19,-1.5196,-0.0168855,0.3514421,0
1985-05-20,-1.3473,-0.0234406,0.3432548,0
1985-05-21,-1.1667,-0.0291285,0.3349561,0
1985-05-22,-1.0155,-0.0342869,0.3266249,0
1985-05-23,-0.9243,-0.0391627,0.3183452,0
1985-05-24,-0.9148,-0.0438139,0.3102034,0
1985-05-25,-1.001,-0.0480371,0.3022868,0
1985-05-26,-1.1882,-0.0513385,0.2946809,0
1985-05-27,-1.4511,-0.052963,0.2874656,0
1985-05-28,-1.7504,-0.0519954,0.2807097,0
1985-05-29,-2.0272,-0.0475378,0.274462,0
1985-05-30,-2.2119,-0.0389534,0.2687399,0
1985-05-31,-2.2445,-0.0261317,0.2635157,0
1985-06-01,-2.1161,-0.0096939,0.258708,0
1985-06-02,-1.8622,0.008966,0.2541812,0
1985-06-03,-1.5584,0.027873,0.2497592,0
1985-06-04,-1.2924,0.0448669,0.2452521,0
1985-06-05,-1.131,0.0580626,0.2404854,0
1985-06-06,-1.0916,0.0662038,0.2353229,0
1985-06-07,-1.1525,0.0688079,0.2296763,0
1985-06-08,-1.269,0.0661087,0.2235027,0
1985-06-09,-1.3968,0.0588766,0.2167933,0
1985-06-10,-1.4919,0.048206,0.2095619,0
1985-06-11,-1.5386,0.035325,0.2018343,0
1985-06-12,-1.5305,0.021451,0.1936415,0
1985-06-13,-1.4668,0.0076879,0.1850167,0
1985-06-14,-1.3489,-0.0050445,0.1759946,0
1985-06-15,-1.2159,-0.0160587,0.1666132,0
1985-06-16,-1.0723,-0.0249302,0.1569167,0
1985-06-17,-0.9038,-0.0315079,0.146958,0
1985-06-18,-0.8396,-0.0358992,0.1368021,0
1985-06-19,-0.6901,-0.0384218,0.1265265,0
1985-06-20,-0.6946,-0.0395218,0.1162218,0
1985-06-21,-0.7599,-0.0396628,0.1059885,0
1985-06-22,-0.9097,-0.0392058,0.0959331,0
1985-06-23,-1.1249,-0.0383041,0.0861627,0
1985-06-24,-1.363,-0.0368411,0.0767787,0
1985-06-25,-1.5786,-0.0344355,0.0678698,0
1985-06-26,-1.7214,-0.0305235,0.0595049,0
1985-06-27,-1.7476,-0.0245151,0.0517247,0
1985-06-28,-1.6398,-0.0159988,0.0445331,0
1985-06-29,-1.4105,-0.0049485,0.03789,0
1985-06-30,-1.1063,0.0081361,0.0317087,0
1985-07-01,-0.8008,0.0222172,0.0258608,0
1985-07-02,-0.5623,0.0358658,0.0201901,0
1985-07-03,-0.4379,0.0475343,0.0145332,0
1985-07-04,-0.4183,0.055863,0.0087398,0
1985-07-05,-0.4741,0.0599222,0.0026895,0
1985-07-06,-0.5664,0.0593293,-0.0037026,0
1985-07-07,-0.6476,0.0542382,-0.0104868,0
1985-07-08,-0.7063,0.045244,-0.0176861,0
1985-07-09,-0.7404,0.0332516,-0.0253045,0
1985-07-10,-0.7308,0.019346,-0.0333356,0
1985-07-11,-0.6799,0.0046813,-0.0417669,0
1985-07-12,-0.5949,-0.0096102,-0.0505836,0
1985-07-13,-0.456,-0.0224948,-0.0597682,0
1985-07-14,-0.3175,-0.0331067,-0.0692986,0
1985-07-15,-0.2056,-0.0408137,-0.0791443,0
1985-07-16,-0.1286,-0.0452755,-0.0892618,0
1985-07-17,-0.1119,-0.046483,-0.0995895,0
1985-07-18,-0.1808,-0.0447599,-0.1100449,0
1985-07-19,-0.3354,-0.040712,-0.1205244,0
1985-07-20,-0.5617,-0.0351165,-0.1309067,0
1985-07-21,-0.824,-0.0287669,-0.1410612,0
1985-07-22,-1.0648,-0.0223086,-0.1508587,0
1985-07-23,-1.2284,-0.0161129,-0.1601828,0
1985-07-24,-1.2779,-0.0102273,-0.1689403,0
1985-07-25,-1.1976,-0.0044215,-0.1770696,0
1985-07-26,-1.0053,0.0016848,-0.1845455,0
1985-07-27,-0.7478,0.0084447,-0.1913821,0
1985-07-28,-0.4886,0.0160091,-0.1976327,0
1985-07-29,-0.2887,0.0242028,-0.2033857,0
1985-07-30,-0.1976,0.0324928,-0.2087574,0
1985-07-31,-0.2302,0.0400588,-0.2138801,0
1985-08-01,-0.3637,0.0459473,-0.218889,0
1985-08-02,-0.5532,0.0492601,-0.2239087,0
1985-08-03,-0.7494,0.0493236,-0.2290442,0
1985-08-04,-0.9038,0.0457987,-0.2343757,0
1985-08-05,-0.9898,0.0387199,-0.2399595,0
1985-08-06,-0.9973,0.0284762,-0.2458319,0
1985-08-07,-0.9406,0.0157535,-0.2520143,0
1985-08-08,-0.8045,0.0014631,-0.2585191,0
1985-08-09,-0.63,-0.0133333,-0.2653535,0
1985-08-10,-0.4534,-0.0274979,-0.2725222,0
1985-08-11,-0.29,-0.0398941,-0.2800271,0
1985-08-12,-0.1745,-0.0494735,-0.2878651,0
1985-08-13,-0.1263,-0.055378,-0.2960226,0
1985-08-14,-0.1636,-0.0570547,-0.3044691,0
1985-08-15,-0.3055,-0.0543671,-0.3131492,0
1985-08-16,-0.5485,-0.0476699,-0.3219769,0
1985-08-17,-0.8483,-0.0378061,-0.3308337,0
1985-08-18,-1.157,-0.0259934,-0.3395749,0
1985-08-19,-1.4016,-0.0136048,-0.3480424,0
1985-08-20,-1.5169,-0.0018978,-0.3560837,0
1985-08-21,-1.478,0.0082247,-0.3635693,0
1985-08-22,-1.3062,0.0163408,-0.370407,0
