Date,x,y,ut1-utc,ut1-tai,ut1-utc delta t,Delta_T,moon_deldot,sun_deldot,zero
1972-01-01,30.4,18.7,-45.4859,-10045.4859,,,0.0452158,-0.0244579,0
1972-01-02,26.9,17.9,-48.1008,-10048.1008,-2.6149,-2.6149,0.0533572,-0.0131,0
1972-01-03,23.3,17.2,-50.9077,-10050.9077,-2.8069,-2.8069,0.0575865,-0.0019392,0
1972-01-04,19.801,16.501,-53.8936,-10053.8936,-2.9859,-2.9859,0.0573462,0.008929,0
1972-01-05,16.301,15.901,-57.0195,-10057.0195,-3.1259,-3.1259,0.0526083,0.0194412,0
1972-01-06,12.801,15.301,-60.2134,-10060.2134,-3.1939,-3.1939,0.0438159,0.0295608,0
1972-01-07,9.301,14.801,-63.4283,-10063.4283,-3.2149,-3.2149,0.0317746,0.0392705,0
1972-01-08,5.902,14.302,-66.5972,-10066.5972,-3.1689,-3.1689,0.0175315,0.0485644,0
1972-01-09,2.402,13.902,-69.6791,-10069.6791,-3.0819,-3.0819,0.0022643,0.0574425,0
1972-01-10,-1.098,13.502,-72.646,-10072.646,-2.9669,-2.9669,-0.0128133,0.0659069,0
1972-01-11,-4.498,13.202,-75.4839,-10075.4839,-2.8379,-2.8379,-0.0265353,0.0739616,0
1972-01-12,-7.897,12.903,-78.2088,-10078.2088,-2.7249,-2.7249,-0.0378644,0.081614,0
1972-01-13,-11.297,12.703,-80.8457,-10080.8457,-2.6369,-2.6369,-0.0459763,0.0888787,0
1972-01-14,-14.597,12.503,-83.4756,-10083.4756,-2.6299,-2.6299,-0.0503466,0.0957829,0
1972-01-15,-17.996,12.304,-86.1595,-10086.1595,-2.6839,-2.6839,-0.0508283,0.1023732,0
1972-01-16,-21.296,12.204,-88.9954,-10088.9954,-2.8359,-2.8359,-0.0476959,0.1087199,0
1972-01-17,-24.596,12.104,-92.0563,-10092.0563,-3.0609,-3.0609,-0.0416272,0.114919,0
1972-01-18,-27.796,12.104,-95.3802,-10095.3802,-3.3239,-3.3239,-0.0336021,0.1210897,0
1972-01-19,-30.995,12.105,-98.9651,-10098.9651,-3.5849,-3.5849,-0.0247213,0.1273648,0
1972-01-20,-34.195,12.105,-102.757,-10102.757,-3.7919,-3.7919,-0.0159856,0.1338784,0
1972-01-21,-37.295,12.205,-106.6459,-10106.6459,-3.8889,-3.8889,-0.0080973,0.1407517,0
1972-01-22,-40.395,12.305,-110.4778,-10110.4778,-3.8319,-3.8319,-0.0013465,0.1480804,0
1972-01-23,-43.494,12.406,-114.1587,-10114.1587,-3.6809,-3.6809,0.0043846,0.1559271,0
1972-01-24,-46.494,12.606,-117.6086,-10117.6086,-3.4499,-3.4499,0.0095067,0.1643169,0
1972-01-25,-49.494,12.806,-120.8075,-10120.8075,-3.1989,-3.1989,0.0145372,0.1732374,0
1972-01-26,-52.393,13.007,-123.8134,-10123.8134,-3.0059,-3.0059,0.0198958,0.1826404,0
1972-01-27,-55.293,13.307,-126.7113,-10126.7113,-2.8979,-2.8979,0.0257366,0.1924462,0
1972-01-28,-58.193,13.607,-129.6192,-10129.6192,-2.9079,-2.9079,0.0318589,0.2025494,0
1972-01-29,-60.993,13.907,-132.6401,-10132.6401,-3.0209,-3.0209,0.0377172,0.2128278,0
1972-01-30,-63.692,14.208,-135.834,-10135.834,-3.1939,-3.1939,0.0425258,0.2231533,0
1972-01-31,-66.392,14.608,-139.2209,-10139.2209,-3.3869,-3.3869,0.045423,0.233402,0
1972-02-01,-69.092,15.008,-142.7668,-10142.7668,-3.5459,-3.5459,0.045648,0.2434644,0
1972-02-02,-71.791,15.509,-146.4147,-10146.4147,-3.6479,-3.6479,0.0426855,0.2532502,0
1972-02-03,-74.491,16.009,-150.1106,-10150.1106,-3.6959,-3.6959,0.0363511,0.2626904,0
1972-02-04,-77.091,16.609,-153.7675,-10153.7675,-3.6569,-3.6569,0.0268163,0.2717351,0
1972-02-05,-79.591,17.109,-157.3194,-10157.3194,-3.5519,-3.5519,0.0145849,0.2803493,0
1972-02-06,-82.09,17.81,-160.7483,-10160.7483,-3.4289,-3.4289,0.0004419,0.2885081,0
1972-02-07,-84.59,18.51,-164.0172,-10164.0172,-3.2689,-3.2689,-0.0146097,0.296192,0
1972-02-08,-87.09,19.21,-167.1311,-10167.1311,-3.1139,-3.1139,-0.029418,0.3033842,0
1972-02-09,-89.49,20.01,-170.122,-10170.122,-2.9909,-2.9909,-0.0427569,0.3100693,0
1972-02-10,-91.889,20.811,-173.0219,-10173.0219,-2.8999,-2.8999,-0.0534151,0.3162352,0
1972-02-11,-94.189,21.811,-175.9038,-10175.9038,-2.8819,-2.8819,-0.0603073,0.3218773,0
1972-02-12,-96.489,22.811,-178.8787,-10178.8787,-2.9749,-2.9749,-0.0626136,0.3270057,0
1972-02-13,-98.688,23.812,-182.0136,-10182.0136,-3.1349,-3.1349,-0.0599347,0.3316547,0
1972-02-14,-100.888,24.912,-185.3935,-10185.3935,-3.3799,-3.3799,-0.0524321,0.3358914,0
1972-02-15,-103.088,26.112,-189.0314,-10189.0314,-3.6379,-3.6379,-0.0408953,0.339821,0
1972-02-16,-105.288,27.412,-192.9123,-10192.9123,-3.8809,-3.8809,-0.0266774,0.343584,0
1972-02-17,-107.487,28.813,-196.9072,-10196.9072,-3.9949,-3.9949,-0.0114713,0.3473431,0
1972-02-18,-109.687,30.213,-200.8901,-10200.8901,-3.9829,-3.9829,0.0030291,0.3512627,0
1972-02-19,-111.887,31.713,-204.706,-10204.706,-3.8159,-3.8159,0.0154741,0.355486,0
1972-02-20,-114.087,33.413,-208.2679,-10208.2679,-3.5619,-3.5619,0.0250902,0.360118,0
1972-02-21,-116.286,35.014,-211.5408,-10211.5408,-3.2729,-3.2729,0.0317317,0.3652168,0
1972-02-22,-118.386,36.814,-214.5778,-10214.5778,-3.037,-3.037,0.0357645,0.3707953,0
1972-02-23,-120.486,38.714,-217.4737,-10217.4737,-2.8959,-2.8959,0.0378505,0.3768276,0
1972-02-24,-122.585,40.615,-220.3586,-10220.3586,-2.8849,-2.8849,0.0387118,0.3832584,0
1972-02-25,-124.685,42.715,-223.3065,-10223.3065,-2.9479,-2.9479,0.0389332,0.3900104,0
1972-02-26,-126.785,44.915,-226.4074,-10226.4074,-3.1009,-3.1009,0.0388377,0.3969927,0
1972-02-27,-128.885,47.215,-229.6923,-10229.6923,-3.2849,-3.2849,0.0384431,0.4041058,0
1972-02-28,-130.984,49.616,-233.1582,-10233.1582,-3.4659,-3.4659,0.0374949,0.4112478,0
1972-02-29,-133.084,52.016,-236.7521,-10236.7521,-3.5939,-3.5939,0.0355545,0.4183198,0
1972-03-01,-135.284,54.516,-240.395,-10240.395,-3.6429,-3.6429,0.0321205,0.4252297,0
1972-03-02,-137.584,57.016,-244.0249,-10244.0249,-3.6299,-3.6299,0.0267517,0.4318962,0
1972-03-03,-139.883,59.517,-247.5898,-10247.5898,-3.5649,-3.5649,0.019173,0.43825,0
1972-03-04,-142.083,62.117,-251.0217,-10251.0217,-3.4319,-3.4319,0.0093479,0.4442333,0
1972-03-05,-144.383,64.817,-254.3156,-10254.3156,-3.2939,-3.2939,-0.002483,0.4497988,0
1972-03-06,-146.582,67.518,-257.4615,-10257.4615,-3.1459,-3.1459,-0.0157942,0.4549061,0
1972-03-07,-148.682,70.418,-260.4714,-10260.4714,-3.0099,-3.0099,-0.0297915,0.4595191,0
1972-03-08,-150.882,73.318,-263.3983,-10263.3983,-2.9269,-2.9269,-0.0434477,0.4636038,0
1972-03-09,-152.882,76.218,-266.2972,-10266.2972,-2.8989,-2.8989,-0.055558,0.467127,0
1972-03-10,-154.981,79.219,-269.2491,-10269.2491,-2.9519,-2.9519,-0.0648262,0.4700579,0
1972-03-11,-156.981,82.319,-272.352,-10272.352,-3.1029,-3.1029,-0.0699911,0.4723733,0
1972-03-12,-158.881,85.419,-275.68,-10275.68,-3.328,-3.328,-0.0700069,0.4740654,0
1972-03-13,-160.781,88.619,-279.2889,-10279.2889,-3.6089,-3.6089,-0.0642695,0.4751547,0
1972-03-14,-162.58,91.82,-283.1778,-10283.1778,-3.8889,-3.8889,-0.0528506,0.4757025,0
1972-03-15,-164.38,95.02,-287.2767,-10287.2767,-4.0989,-4.0989,-0.0366539,0.4758194,0
1972-03-16,-166.08,98.32,-291.4486,-10291.4486,-4.1719,-4.1719,-0.0173881,0.4756638,0
1972-03-17,-167.679,101.621,-295.5415,-10295.5415,-4.0929,-4.0929,0.0027081,0.4754246,0
1972-03-18,-169.279,105.021,-299.3964,-10299.3964,-3.8549,-3.8549,0.0213374,0.4752926,0
1972-03-19,-170.879,108.321,-302.9563,-10302.9563,-3.5599,-3.5599,0.0366434,0.47543,0
1972-03-20,-172.379,111.721,-306.2392,-10306.2392,-3.2829,-3.2829,0.0475461,0.4759489,0
1972-03-21,-173.778,115.122,-309.3421,-10309.3421,-3.1029,-3.1029,0.0538143,0.4769048,0
1972-03-22,-175.078,118.622,-312.365,-10312.365,-3.0229,-3.0229,0.0559105,0.4783029,0
1972-03-23,-176.478,122.022,-315.4329,-10315.4329,-3.0679,-3.0679,0.0547189,0.4801114,0
1972-03-24,-177.678,125.522,-318.6218,-10318.6218,-3.1889,-3.1889,0.0512647,0.4822738,0
1972-03-25,-178.877,128.923,-321.9687,-10321.9687,-3.3469,-3.3469,0.0464906,0.4847203,0
1972-03-26,-180.077,132.423,-325.4717,-10325.4717,-3.503,-3.503,0.0411126,0.487374,0
1972-03-27,-181.077,135.923,-329.0956,-10329.0956,-3.6239,-3.6239,0.0355529,0.490155,0
1972-03-28,-182.176,139.424,-332.7855,-10332.7855,-3.6899,-3.6899,0.0299383,0.4929829,0
1972-03-29,-183.176,142.824,-336.4864,-10336.4864,-3.7009,-3.7009,0.0241481,0.4957785,0
1972-03-30,-184.076,146.324,-340.1333,-10340.1333,-3.6469,-3.6469,0.017897,0.4984651,0
1972-03-31,-184.976,149.824,-343.6732,-10343.6732,-3.5399,-3.5399,0.010836,0.5009702,0
1972-04-01,-185.775,153.225,-347.0731,-10347.0731,-3.3999,-3.3999,0.0026579,0.5032261,0
1972-04-02,-186.575,156.725,-350.325,-10350.325,-3.2519,-3.2519,-0.0068092,0.5051711,0
1972-04-03,-187.275,160.125,-353.4539,-10353.4539,-3.1289,-3.1289,-0.0175265,0.5067482,0
1972-04-04,-187.975,163.525,-356.4968,-10356.4968,-3.0429,-3.0429,-0.0291948,0.5079046,0
1972-04-05,-188.574,167.026,-359.5117,-10359.5117,-3.0149,-3.0149,-0.0412306,0.5085897,0
1972-04-06,-189.074,170.326,-362.5677,-10362.5677,-3.056,-3.056,-0.0527691,0.508754,0
1972-04-07,-189.574,173.726,-365.7436,-10365.7436,-3.1759,-3.1759,-0.062701,0.5083484,0
1972-04-08,-190.073,177.127,-369.1205,-10369.1205,-3.3769,-3.3769,-0.0697498,0.507326,0
1972-04-09,-190.473,180.427,-372.7434,-10372.7434,-3.6229,-3.6229,-0.0726089,0.5056474,0
1972-04-10,-190.773,183.727,-376.6533,-10376.6533,-3.9099,-3.9099,-0.0701507,0.5032905,0
1972-04-11,-191.073,187.027,-380.8232,-10380.8232,-4.1699,-4.1699,-0.0617023,0.5002645,0
1972-04-12,-191.372,190.328,-385.1471,-10385.1471,-4.3239,-4.3239,-0.0473413,0.4966256,0
1972-04-13,-191.572,193.528,-389.478,-10389.478,-4.3309,-4.3309,-0.0281017,0.4924876,0
1972-04-14,-191.672,196.728,-393.6569,-10393.6569,-4.1789,-4.1789,-0.005953,0.48802,0
1972-04-15,-191.772,199.928,-397.5619,-10397.5619,-3.905,-3.905,0.0165303,0.4834276,0
1972-04-16,-191.771,203.029,-401.1628,-10401.1628,-3.6009,-3.6009,0.0367373,0.4789163,0
1972-04-17,-191.771,206.129,-404.5077,-10404.5077,-3.3449,-3.3449,0.0526058,0.4746586,0
1972-04-18,-191.671,209.229,-407.7136,-10407.7136,-3.2059,-3.2059,0.0629901,0.4707709,0
1972-04-19,-191.57,212.33,-410.9075,-10410.9075,-3.1939,-3.1939,0.0677134,0.4673089,0
1972-04-20,-191.37,215.33,-414.1874,-10414.1874,-3.2799,-3.2799,0.0673698,0.464278,0
1972-04-21,-191.17,218.33,-417.5983,-10417.5983,-3.4109,-3.4109,0.0630178,0.4616487,0
1972-04-22,-190.87,221.23,-421.1392,-10421.1392,-3.5409,-3.5409,0.0558836,0.4593715,0
1972-04-23,-190.569,224.231,-424.7781,-10424.7781,-3.6389,-3.6389,0.047135,0.4573873,0
1972-04-24,-190.169,227.131,-428.4641,-10428.4641,-3.686,-3.686,0.0377377,0.455634,0
1972-04-25,-189.769,229.931,-432.139,-10432.139,-3.6749,-3.6749,0.0283807,0.4540482,0
1972-04-26,-189.268,232.732,-435.7519,-10435.7519,-3.6129,-3.6129,0.0194568,0.4525667,0
1972-04-27,-188.668,235.532,-439.2418,-10439.2418,-3.4899,-3.4899,0.011084,0.4511255,0
1972-04-28,-188.168,238.332,-442.5917,-10442.5917,-3.3499,-3.3499,0.003158,0.4496599,0
1972-04-29,-187.468,241.032,-445.7746,-10445.7746,-3.1829,-3.1829,-0.0045704,0.4481043,0
1972-04-30,-186.867,243.733,-448.8115,-10448.8115,-3.0369,-3.0369,-0.0124033,0.4463926,0
1972-05-01,-186.067,246.433,-451.7355,-10451.7355,-2.924,-2.924,-0.0205968,0.4444586,0
1972-05-02,-185.267,249.033,-454.5874,-10454.5874,-2.8519,-2.8519,-0.0292679,0.4422366,0
1972-05-03,-184.467,251.633,-457.4613,-10457.4613,-2.8739,-2.8739,-0.0383158,0.4396614,0
1972-05-04,-183.566,254.134,-460.4112,-10460.4112,-2.9499,-2.9499,-0.0473677,0.4366682,0
1972-05-05,-182.666,256.734,-463.5241,-10463.5241,-3.1129,-3.1129,-0.0557562,0.4331924,0
1972-05-06,-181.666,259.234,-466.864,-10466.864,-3.3399,-3.3399,-0.0625385,0.4291703,0
1972-05-07,-180.665,261.635,-470.4579,-10470.4579,-3.5939,-3.5939,-0.0665707,0.4245418,0
1972-05-08,-179.565,264.035,-474.3259,-10474.3259,-3.868,-3.868,-0.0666517,0.4192566,0
1972-05-09,-178.365,266.435,-478.3888,-10478.3888,-4.0629,-4.0629,-0.0617485,0.4132849,0
1972-05-10,-177.165,268.835,-482.5487,-10482.5487,-4.1599,-4.1599,-0.0512885,0.4066321,0
1972-05-11,-175.964,271.136,-486.6536,-10486.6536,-4.1049,-4.1049,-0.0354603,0.3993542,0
1972-05-12,-174.664,273.436,-490.5835,-10490.5835,-3.9299,-3.9299,-0.0154041,0.3915681,0
1972-05-13,-173.264,275.736,-494.2744,-10494.2744,-3.6909,-3.6909,0.0068445,0.3834464,0
1972-05-14,-171.864,278.036,-497.7083,-10497.7083,-3.4339,-3.4339,0.0287176,0.3751957,0
1972-05-15,-170.363,280.237,-500.9773,-10500.9773,-3.269,-3.269,0.0476877,0.3670217,0
1972-05-16,-168.863,282.437,-504.2002,-10504.2002,-3.2229,-3.2229,0.0618223,0.3590955,0
1972-05-17,-167.263,284.637,-507.4951,-10507.4951,-3.2949,-3.2949,0.0701047,0.3515334,0
1972-05-18,-165.562,286.838,-510.902,-10510.902,-3.4069,-3.4069,0.0724553,0.3443947,0
1972-05-19,-163.862,288.938,-514.4409,-10514.4409,-3.5389,-3.5389,0.0695303,0.3376914,0
1972-05-20,-162.162,291.038,-518.0888,-10518.0888,-3.6479,-3.6479,0.0624346,0.3314046,0
1972-05-21,-160.362,293.138,-521.7768,-10521.7768,-3.688,-3.688,0.0524516,0.3254973,0
1972-05-22,-158.461,295.239,-525.4537,-10525.4537,-3.6769,-3.6769,0.0408388,0.3199252,0
1972-05-23,-156.561,297.339,-529.0426,-10529.0426,-3.5889,-3.5889,0.0286939,0.3146413,0
1972-05-24,-154.561,299.439,-532.5015,-10532.5015,-3.4589,-3.4589,0.0168781,0.3095978,0
1972-05-25,-152.561,301.539,-535.7864,-10535.7864,-3.2849,-3.2849,0.0059809,0.3047461,0
1972-05-26,-150.46,303.54,-538.8853,-10538.8853,-3.0989,-3.0989,-0.0036835,0.3000352,0
1972-05-27,-148.36,305.64,-541.8043,-10541.8043,-2.919,-2.919,-0.0120537,0.2954097,0
1972-05-28,-146.16,307.64,-544.5712,-10544.5712,-2.7669,-2.7669,-0.0192729,0.290809,0
1972-05-29,-143.959,309.641,-547.2231,-10547.2231,-2.6519,-2.6519,-0.0256173,0.2861668,0
1972-05-30,-141.759,311.741,-549.835,-10549.835,-2.6119,-2.6119,-0.0314058,0.2814111,0
1972-05-31,-139.359,313.741,-552.4879,-10552.4879,-2.6529,-2.6529,-0.0368993,0.2764652,0
1972-06-01,-137.059,315.741,-555.2298,-10555.2298,-2.7419,-2.7419,-0.0422026,0.2712495,0
1972-06-02,-134.658,317.742,-558.1348,-10558.1348,-2.905,-2.905,-0.0471851,0.2656829,0
1972-06-03,-132.258,319.842,-561.2377,-10561.2377,-3.1029,-3.1029,-0.0514352,0.2596848,0
1972-06-04,-129.758,321.842,-564.5296,-10564.5296,-3.2919,-3.2919,-0.0542648,0.2531778,0
1972-06-05,-127.358,323.842,-567.9805,-10567.9805,-3.4509,-3.4509,-0.0547792,0.2460925,0
1972-06-06,-124.757,325.843,-571.4994,-10571.4994,-3.5189,-3.5189,-0.0520217,0.2383748,0
1972-06-07,-122.257,327.843,-574.9814,-10574.9814,-3.482,-3.482,-0.0451945,0.2299965,0
1972-06-08,-119.657,329.843,-578.3093,-10578.3093,-3.3279,-3.3279,-0.0339285,0.2209687,0
1972-06-09,-117.056,331.844,-581.3852,-10581.3852,-3.0759,-3.0759,-0.0185341,0.2113541,0
1972-06-10,-114.356,333.744,-584.2071,-10584.2071,-2.8219,-2.8219,-0.0001299,0.201272,0
1972-06-11,-111.756,335.744,-586.807,-10586.807,-2.5999,-2.5999,0.0194517,0.1908902,0
1972-06-12,-109.056,337.744,-589.3159,-10589.3159,-2.5089,-2.5089,0.038,0.1804033,0
1972-06-13,-106.355,339.745,-591.8409,-10591.8409,-2.525,-2.525,0.0534024,0.1700019,0
1972-06-14,-103.555,341.645,-594.4888,-10594.4888,-2.6479,-2.6479,0.0640773,0.1598453,0
1972-06-15,-100.755,343.645,-597.2967,-10597.2967,-2.8079,-2.8079,0.0692171,0.1500456,0
1972-06-16,-98.055,345.545,-600.2416,-10600.2416,-2.9449,-2.9449,0.0687996,0.1406665,0
1972-06-17,-95.254,347.446,-603.2425,-10603.2425,-3.0009,-3.0009,0.0634341,0.1317314,0
1972-06-18,-92.354,349.346,-606.2565,-10606.2565,-3.014,-3.014,0.0541397,0.1232363,0
1972-06-19,-89.554,351.346,-609.1954,-10609.1954,-2.9389,-2.9389,0.0421316,0.1151615,0
1972-06-20,-86.653,353.147,-612.0173,-10612.0173,-2.8219,-2.8219,0.0286529,0.1074797,0
1972-06-21,-83.753,355.047,-614.6922,-10614.6922,-2.6749,-2.6749,0.0148546,0.1001607,0
1972-06-22,-80.853,356.947,-617.1812,-10617.1812,-2.489,-2.489,0.0017159,0.093173,0
1972-06-23,-77.953,358.747,-619.4931,-10619.4931,-2.3119,-2.3119,-0.0100078,0.0864826,0
1972-06-24,-75.052,360.648,-621.66,-10621.66,-2.1669,-2.1669,-0.0198161,0.0800508,0
1972-06-25,-72.052,362.448,-623.7279,-10623.7279,-2.0679,-2.0679,-0.0274763,0.0738317,0
1972-06-26,-69.152,364.248,-625.7598,-10625.7598,-2.0319,-2.0319,-0.0330124,0.0677688,0
1972-06-27,-66.152,366.048,-627.8378,-10627.8378,-2.078,-2.078,-0.036666,0.0617942,0
1972-06-28,-63.151,367.749,-630.0337,-10630.0337,-2.1959,-2.1959,-0.0388257,0.0558274,0
1972-06-29,-60.151,369.549,-632.4066,-10632.4066,-2.3729,-2.3729,-0.0399274,0.0497778,0
1972-06-30,-57.151,371.249,-634.9935,-10634.9935,-2.5869,-2.5869,-0.0403409,0.0435471,0
1972-07-01,-54.05,372.95,362.1956,-10637.8044,997.1891,-2.8109,-0.0402613,0.0370343,0
1972-07-02,-51.05,374.55,359.2006,-10640.7994,-2.995,-2.995,-0.0396321,0.0301415,0
1972-07-03,-47.95,376.25,356.1097,-10643.8903,-3.0909,-3.0909,-0.0381254,0.0227793,0
1972-07-04,-44.95,377.85,353.0268,-10646.9732,-3.0829,-3.0829,-0.0351932,0.0148741,0
1972-07-05,-41.849,379.451,350.0439,-10649.9561,-2.9829,-2.9829,-0.0301974,0.0063764,0
1972-07-06,-38.749,380.951,347.2639,-10652.7361,-2.78,-2.78,-0.0226034,-0.0027307,0
1972-07-07,-35.649,382.451,344.711,-10655.289,-2.5529,-2.5529,-0.0122008,-0.0124222,0
1972-07-08,-32.549,383.951,342.3751,-10657.6249,-2.3359,-2.3359,0.0007113,-0.0226258,0
1972-07-09,-29.448,385.352,340.1592,-10659.8408,-2.2159,-2.2159,0.0152479,-0.0332227,0
1972-07-10,-26.348,386.752,337.9592,-10662.0408,-2.2,-2.2,0.0300273,-0.0440579,0
1972-07-11,-23.248,388.152,335.6723,-10664.3277,-2.2869,-2.2869,0.0434172,-0.0549596,0
1972-07-12,-20.147,389.453,333.2844,-10666.7156,-2.3879,-2.3879,0.0538651,-0.0657617,0
1972-07-13,-16.947,390.653,330.7405,-10669.2595,-2.5439,-2.5439,0.0601961,-0.0763237,0
1972-07-14,-13.847,391.953,328.0816,-10671.9184,-2.6589,-2.6589,0.0617905,-0.086541,0
1972-07-15,-10.747,393.053,325.3726,-10674.6274,-2.709,-2.709,0.0586164,-0.0963466,0
1972-07-16,-7.646,394.254,322.6967,-10677.3033,-2.6759,-2.6759,0.0511476,-0.1057051,0
1972-07-17,-4.546,395.354,320.1008,-10679.8992,-2.5959,-2.5959,0.0402273,-0.1146039,0
1972-07-18,-1.446,396.354,317.6409,-10682.3591,-2.4599,-2.4599,0.026922,-0.1230443,0
1972-07-19,1.654,397.354,315.3199,-10684.6801,-2.321,-2.321,0.0123945,-0.131035,0
1972-07-20,4.655,398.355,313.163,-10686.837,-2.1569,-2.1569,-0.0021974,-0.1385879,0
1972-07-21,7.755,399.255,311.1441,-10688.8559,-2.0189,-2.0189,-0.0157827,-0.1457174,0
1972-07-22,10.755,400.055,309.2012,-10690.7988,-1.9429,-1.9429,-0.0274456,-0.1524412,0
1972-07-23,13.756,400.856,307.2862,-10692.7138,-1.915,-1.915,-0.0364875,-0.1587839,0
1972-07-24,16.756,401.656,305.3273,-10694.6727,-1.9589,-1.9589,-0.0424807,-0.1647808,0
1972-07-25,19.756,402.356,303.2384,-10696.7616,-2.0889,-2.0889,-0.0453089,-0.170483,0
1972-07-26,22.656,402.956,300.9495,-10699.0505,-2.2889,-2.2889,-0.0451762,-0.1759608,0
1972-07-27,25.557,403.557,298.4135,-10701.5865,-2.536,-2.536,-0.0425731,-0.1813048,0
1972-07-28,28.457,404.157,295.6176,-10704.3824,-2.7959,-2.7959,-0.0381876,-0.1866244,0
1972-07-29,31.257,404.657,292.5977,-10707.4023,-3.0199,-3.0199,-0.0327695,-0.1920409,0
1972-07-30,34.058,405.058,289.4227,-10710.5773,-3.175,-3.175,-0.0269737,-0.1976788,0
1972-07-31,36.758,405.458,286.2148,-10713.7852,-3.2079,-3.2079,-0.0212246,-0.2036549,0
1972-08-01,39.458,405.858,283.0859,-10716.9141,-3.1289,-3.1289,-0.0156405,-0.2100675,0
1972-08-02,42.158,406.158,280.129,-10719.871,-2.9569,-2.9569,-0.0100464,-0.2169879,0
1972-08-03,44.759,406.459,277.381,-10722.619,-2.748,-2.748,-0.0040743,-0.2244532,0
1972-08-04,47.359,406.659,274.8301,-10725.1699,-2.5509,-2.5509,0.002671,-0.2324622,0
1972-08-05,49.859,406.759,272.3912,-10727.6088,-2.4389,-2.4389,0.0104261,-0.2409738,0
1972-08-06,52.359,406.859,270.0003,-10729.9997,-2.3909,-2.3909,0.019115,-0.2499079,0
1972-08-07,54.76,406.96,267.5373,-10732.4627,-2.463,-2.463,0.0282767,-0.2591517,0
1972-08-08,57.16,406.96,264.9414,-10735.0586,-2.5959,-2.5959,0.0371033,-0.2685697,0
1972-08-09,59.46,406.86,262.1645,-10737.8355,-2.7769,-2.7769,0.0445802,-0.2780176,0
1972-08-10,61.761,406.761,259.2475,-10740.7525,-2.917,-2.917,0.0496867,-0.2873575,0
1972-08-11,63.961,406.561,256.2806,-10743.7194,-2.9669,-2.9669,0.0515936,-0.2964692,0
1972-08-12,66.161,406.361,253.3167,-10746.6833,-2.9639,-2.9639,0.0498065,-0.3052576,0
1972-08-13,68.261,406.061,250.4588,-10749.5412,-2.8579,-2.8579,0.0442291,-0.3136541,0
1972-08-14,70.262,405.762,247.7338,-10752.2662,-2.725,-2.725,0.0351545,-0.321613,0
1972-08-15,72.362,405.362,245.2079,-10754.7921,-2.5259,-2.5259,0.0232077,-0.3291064,0
1972-08-16,74.262,404.862,242.873,-10757.127,-2.3349,-2.3349,0.0092656,-0.3361177,0
1972-08-17,76.162,404.362,240.726,-10759.274,-2.147,-2.147,-0.005626,-0.3426369,0
1972-08-18,78.063,403.763,238.7111,-10761.2889,-2.0149,-2.0149,-0.0203322,-0.3486572,0
1972-08-19,79.863,403.163,236.7862,-10763.2138,-1.9249,-1.9249,-0.0337066,-0.3541744,0
1972-08-20,81.663,402.363,234.8643,-10765.1357,-1.9219,-1.9219,-0.0446719,-0.359188,0
1972-08-21,83.364,401.664,232.8693,-10767.1307,-1.995,-1.995,-0.0523123,-0.3637056,0
1972-08-22,85.064,400.764,230.7274,-10769.2726,-2.1419,-2.1419,-0.0559763,-0.3677488,0
1972-08-23,86.664,399.864,228.3655,-10771.6345,-2.3619,-2.3619,-0.0553812,-0.3713605,0
1972-08-24,88.264,398.864,225.7515,-10774.2485,-2.614,-2.614,-0.0506957,-0.3746117,0
1972-08-25,89.865,397.765,222.8886,-10777.1114,-2.8629,-2.8629,-0.042562,-0.3776045,0
1972-08-26,91.365,396.665,219.8547,-10780.1453,-3.0339,-3.0339,-0.0320259,-0.3804693,0
1972-08-27,92.865,395.465,216.7317,-10783.2683,-3.123,-3.123,-0.0203621,-0.3833547,0
1972-08-28,94.265,394.265,213.6628,-10786.3372,-3.0689,-3.0689,-0.0088295,-0.3864115,0
1972-08-29,95.666,392.966,210.7649,-10789.2351,-2.8979,-2.8979,0.0015742,-0.3897748,0
1972-08-30,97.066,391.566,208.074,-10791.926,-2.6909,-2.6909,0.0102784,-0.3935482,0
1972-08-31,98.466,390.166,205.596,-10794.404,-2.478,-2.478,0.0171776,-0.3977952,0
1972-09-01,99.767,388.667,203.2421,-10796.7579,-2.3539,-2.3539,0.0225426,-0.4025365,0
1972-09-02,101.067,387.067,200.9152,-10799.0848,-2.3269,-2.3269,0.0268467,-0.4077527,0
1972-09-03,102.267,385.467,198.5182,-10801.4818,-2.397,-2.397,0.0305662,-0.4133901,0
1972-09-04,103.567,383.767,195.9473,-10804.0527,-2.5709,-2.5709,0.0340098,-0.4193671,0
1972-09-05,104.768,382.068,193.1764,-10806.8236,-2.7709,-2.7709,0.0372147,-0.4255826,0
1972-09-06,105.968,380.368,190.1914,-10809.8086,-2.985,-2.985,0.0399272,-0.4319234,0
1972-09-07,107.168,378.568,187.0595,-10812.9405,-3.1319,-3.1319,0.0416622,-0.4382731,0
1972-09-08,108.268,376.668,183.8536,-10816.1464,-3.2059,-3.2059,0.0418201,-0.44452,0
1972-09-09,109.469,374.769,180.6376,-10819.3624,-3.216,-3.216,0.0398241,-0.4505633,0
1972-09-10,110.569,372.869,177.5007,-10822.4993,-3.1369,-3.1369,0.0352477,-0.456318,0
1972-09-11,111.669,370.969,174.4928,-10825.5072,-3.0079,-3.0079,0.0279049,-0.4617155,0
1972-09-12,112.77,368.97,171.6338,-10828.3662,-2.859,-2.859,0.0178978,-0.4667029,0
